# generated 2026-04-15T17:54:59.408062
source,row,model,focus,scholar,tone,round,prompt_id,lex_jaccard_max,lex_jaccard_mean,lex_jaccard_T1_immersive,lex_jaccard_T2_identity,lex_jaccard_T3_reflection,syn_jaccard_max,syn_jaccard_mean,syn_jaccard_T1_immersive,syn_jaccard_T2_identity,syn_jaccard_T3_reflection,tfidf_cos_max,tfidf_cos_mean,tfidf_cos_T1_immersive,tfidf_cos_T2_identity,tfidf_cos_T3_reflection
unlimited,14,ChatGPT 5 (Auto),Method,,,,P6,0.02857142857142857,0.009523809523809523,0.0,0.02857142857142857,0.0,0.03225806451612903,0.01075268817204301,0.0,0.03225806451612903,0.0,0.18399501804849683,0.08402770515791236,0.02269603247508009,0.18399501804849683,0.04539206495016018
unlimited,15,Claude (Sonnet 4),Method,,,,P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471437059743032,0.11196919734869663,0.05243441279771853,0.1471437059743032,0.13632947327406816
unlimited,16,ChatGPT 5 (Auto),Method,,,,P7,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.023809523809523808,0.0,0.0,0.07142857142857142,0.16324137095354094,0.10166822352184572,0.012557028534887764,0.12920627107710841,0.16324137095354094
unlimited,17,Claude (Sonnet 4),Method,,,,P7,0.03333333333333333,0.011111111111111112,0.0,0.0,0.03333333333333333,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.23191800607985494,0.1639455382884696,0.11865572404085602,0.14126288474469795,0.23191800607985494
three_themes,3,ChatGPT 5 (Auto),3 Themes,,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.18976802881914742,0.14932230618876952,0.12909944487358058,0.18976802881914742,0.12909944487358058
three_themes,4,ChatGPT 5 (Thinking + Study),3 Themes,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432229748078866,0.0796392833672519,0.0,0.1432229748078866,0.09569487529386911
three_themes,5,Claude (Sonnet 4),3 Themes,,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.21821789023599236,0.15974848850919962,0.21821789023599236,0.17010345435994295,0.0909241209316635
three_themes,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.21239769762143662,0.15548776097672193,0.21239769762143662,0.1655665446331305,0.08849904067559859
scholar,3,ChatGPT 5 (Auto),3 Themes,Hunt,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.0,0.15309310892394865,0.11164711692909186,0.036369648372665396,0.15309310892394865,0.14547859349066158
scholar,3,ChatGPT 5 (Auto),3 Themes,Pan,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.18272526090090124,0.1141833804717331,0.017758320057144228,0.18272526090090124,0.14206656045715382
scholar,3,ChatGPT 5 (Auto),3 Themes,Mowen,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.0,0.16290880311276867,0.15299180819126265,0.15674115253818666,0.16290880311276867,0.13932546892283257
scholar,3,ChatGPT 5 (Auto),3 Themes,Fletcher,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15582225623949986,0.10129808508151002,0.0925449993781439,0.15582225623949986,0.055526999626886335
scholar,3,ChatGPT 5 (Auto),3 Themes,Escobar,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911382128856519,0.10705659860663364,0.07430376167671372,0.1911382128856519,0.05572782125753529
scholar,3,ChatGPT 5 (Auto),3 Themes,Crompton,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.22507659234594424,0.1799098634105445,0.12956299912940145,0.22507659234594424,0.1850899987562878
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Hunt,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.15811388300841897,0.1278294503120078,0.15024964528506962,0.15811388300841897,0.07512482264253481
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Pan,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1432229748078866,0.0796392833672519,0.0,0.1432229748078866,0.09569487529386911
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Mowen,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.2516835207052591,0.08987364026287116,0.0,0.2516835207052591,0.01793740008335438
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Fletcher,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12297746456210365,0.040992488187367886,0.0,0.12297746456210365,0.0
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Escobar,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15362746694975676,0.08162298350832775,0.036496593430090596,0.15362746694975676,0.054744890145135894
scholar,4,ChatGPT 5  (Thinking+Study),3 Themes,Crompton,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20898820338424887,0.11310508195815461,0.0,0.13032704249021493,0.20898820338424887
scholar,5,Claude (Sonnet 4),3 Themes,Hunt,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17251638983558856,0.11898138940880598,0.055328333517248814,0.17251638983558856,0.12909944487358058
scholar,5,Claude (Sonnet 4),3 Themes,Pan,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.21452527357157428,0.1383984307329232,0.21452527357157428,0.20067001862719538,0.0
scholar,5,Claude (Sonnet 4),3 Themes,Mowen,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.21524880100025257,0.15198197128006,0.21524880100025257,0.15101011242315548,0.08968700041677191
scholar,5,Claude (Sonnet 4),3 Themes,Fletcher,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.21239769762143662,0.15663091464852857,0.21239769762143662,0.11589658124319134,0.14159846508095775
scholar,5,Claude (Sonnet 4),3 Themes,Escobar,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07807200583588265,0.05036722672330161,0.0,0.07302967433402216,0.07807200583588265
scholar,5,Claude (Sonnet 4),3 Themes,Crompton,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677890138035061,0.12170013824013477,0.03587480016670876,0.1677890138035061,0.16143660075018942
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Hunt,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.47628967220784024,0.4194123707400487,0.38188130791298663,0.47628967220784024,0.40006613209931935
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Pan,,,,0.14285714285714285,0.047619047619047616,0.0,0.14285714285714285,0.0,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.0,0.2821382463434393,0.10661351846593663,0.0,0.2821382463434393,0.03770230905437056
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Mowen,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19044942429272205,0.08199214130653613,0.0,0.19044942429272205,0.055526999626886335
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Fletcher,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11785113019775793,0.09927807086103475,0.08999154119267316,0.11785113019775793,0.08999154119267316
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Escobar,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20701966780270628,0.09359692638634602,0.01844277783908294,0.20701966780270628,0.055328333517248814
scholar,6,Claude (Sonnet 4) Reaserch + Extended Thinking,3 Themes,Crompton,,,,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.16666666666666666,0.0,0.2048366225996757,0.11085823320166426,0.036496593430090596,0.2048366225996757,0.09124148357522649
